iter	Logloss
370	0.3442156273
371	0.3440651375
372	0.3439526074
373	0.3437840026
374	0.343578591
375	0.3434988523
376	0.3433093428
377	0.3431474484
378	0.3430002235
379	0.34275849
380	0.3426499079
381	0.3425240388
382	0.3424287581
383	0.342279235
384	0.3419864057
385	0.3418388447
386	0.3415963783
387	0.3414538111
388	0.3413578068
389	0.3411565205
390	0.3410563527
391	0.3409173501
392	0.3407824313
393	0.3406594033
394	0.3405551193
395	0.3404047472
396	0.3403103632
397	0.3401363592
398	0.3399413621
399	0.3397897644
400	0.3396469916
401	0.3394549953
402	0.3392412746
403	0.3390301995
404	0.3388894315
405	0.3387216517
406	0.3385692122
407	0.3384882596
408	0.3383513948
409	0.3382625652
410	0.338112827
411	0.3378977901
412	0.3377037736
413	0.3375555743
414	0.3373345301
415	0.3372685989
416	0.3370076243
417	0.3369004707
418	0.3367817617
419	0.3366143545
420	0.3364401433
421	0.336282423
422	0.3361531244
423	0.3360461198
424	0.3359265831
425	0.3357114659
426	0.3355440354
427	0.33541941
428	0.3351870622
429	0.3349694854
430	0.3347394382
431	0.3346185221
432	0.3344931009
433	0.334383383
434	0.3342452097
435	0.3341413975
436	0.3339849754
437	0.3338195872
438	0.3335662793
439	0.3334283342
440	0.3332407456
441	0.3331449183
442	0.333003196
443	0.3328286104
444	0.3326569117
445	0.3323823792
446	0.3322839822
447	0.3321731452
448	0.3320344634
449	0.3319321728
450	0.3317417638
451	0.3316794293
452	0.3315537625
453	0.3314121318
454	0.3312757006
455	0.3311663453
456	0.3308911499
457	0.3305925121
458	0.3304079538
459	0.3302772589
460	0.3301463757
461	0.3300195141
462	0.3299075333
463	0.3298048874
464	0.3295956029
465	0.3294600846
466	0.3293710862
467	0.3292020733
468	0.3290993181
469	0.3289352889
470	0.3287708288
471	0.3286726115
472	0.3284127729
473	0.3281786676
474	0.3280602945
475	0.327826272
476	0.3276196157
477	0.3273979737
478	0.3272998253
479	0.3270588228
480	0.3269660049
481	0.3268613098
482	0.3266844741
483	0.3264954678
484	0.3263165633
485	0.3261166643
486	0.3259733159
487	0.3258322906
488	0.3254216454
489	0.3252616222
490	0.3251629668
491	0.3249935232
492	0.3249074113
493	0.3247062185
494	0.3245971674
495	0.3244958576
496	0.3243063837
497	0.3241025322
498	0.3240132045
499	0.3238782823
500	0.3236250867
501	0.3234836996
502	0.3232260298
503	0.3231376007
504	0.323004736
505	0.3227560693
506	0.3225754218
507	0.3224529732
508	0.3223753752
509	0.322301322
510	0.3221108075
511	0.3219574542
512	0.3217779501
513	0.3216466428
514	0.3215407227
515	0.3214574903
516	0.3213456546
517	0.3212691954
518	0.3211249162
519	0.3209716972
520	0.3208568834
521	0.3207113027
522	0.3206031319
523	0.3204476394
524	0.3203642899
525	0.3202288403
526	0.3200644943
527	0.3199497948
528	0.3197814162
529	0.319634395
530	0.3195265613
531	0.3192992687
532	0.3191400664
533	0.319035127
534	0.3189351204
535	0.3188430024
536	0.3186898363
537	0.3185354315
538	0.3184731694
539	0.3183326487
540	0.3181918135
541	0.3180891921
542	0.3179231499
543	0.3177443008
544	0.3175858407
545	0.3174398313
546	0.3173683135
547	0.3171670877
548	0.3169946597
549	0.3168874492
550	0.3166583862
551	0.3165360351
552	0.3163180276
553	0.3161179188
554	0.316010683
555	0.3159240378
556	0.3157790022
557	0.3156794944
558	0.3155035892
559	0.3153435485
560	0.3152469979
561	0.3150881874
562	0.3150190119
563	0.3148182718
564	0.3146552181
565	0.3145769132
566	0.314499174
567	0.3143495866
568	0.3142516162
569	0.3140494961
570	0.3138972152
571	0.3136546696
572	0.3134293004
573	0.3133343769
574	0.3131965597
575	0.3130442429
576	0.3128863887
577	0.3126652159
578	0.3125692752
579	0.3124696009
580	0.3123353106
581	0.3121745209
582	0.3120867237
583	0.3120249424
584	0.3119286274
585	0.311790052
586	0.3116270289
587	0.3114025651
588	0.3112395614
589	0.3110508219
590	0.3109668891
591	0.3107509027
592	0.3106805795
593	0.3104850998
594	0.3103533052
595	0.3102335324
596	0.3101387808
597	0.309927138
598	0.3097486127
599	0.3095859788
600	0.3093749696
601	0.3092732994
602	0.3090781301
603	0.3089377187
604	0.3088631124
605	0.3086772882
606	0.3085094975
607	0.3084045205
608	0.3082854649
609	0.3081523759
610	0.3079688155
611	0.30789166
612	0.307732356
613	0.3075454009
614	0.3073686162
615	0.3072493435
616	0.307147607
617	0.306982753
618	0.3068870582
619	0.3067251892
620	0.306586922
621	0.3065117862
622	0.3063976268
623	0.3062391958
624	0.3061320154
625	0.3059637926
626	0.3058120919
627	0.3056897221
628	0.3056127424
629	0.3055289749
630	0.3054563594
631	0.3053284039
632	0.3052664954
633	0.3051052642
634	0.3050338935
635	0.3049242102
636	0.3048457663
637	0.3046653339
638	0.3045364097
639	0.3043813663
640	0.3042587301
641	0.3041601014
642	0.3040006902
643	0.3038530584
644	0.3037597726
645	0.3035983343
646	0.3034755858
647	0.3034145941
648	0.3033264298
649	0.3031941723
650	0.3031408722
651	0.3030066097
652	0.302882045
653	0.3027830624
654	0.3026882084
655	0.3025289124
656	0.3023723809
657	0.3022184732
658	0.3021085232
659	0.3020430779
660	0.3019197734
661	0.301745299
662	0.3016083251
663	0.3014925422
664	0.3013701623
665	0.3012421338
666	0.3010487398
667	0.3009306753
668	0.3007900027
669	0.3006964051
670	0.3005605644
671	0.3004888509
672	0.3003144552
673	0.3001714931
674	0.3001152416
675	0.2999740913
676	0.2998567857
677	0.2997638548
678	0.2996160207
679	0.2995372301
680	0.2994473551
681	0.2993151273
682	0.2991856417
683	0.2990232705
684	0.2988953587
685	0.298795842
686	0.2986856142
687	0.2986051108
688	0.2984523106
689	0.2983398749
690	0.2982540624
691	0.2981130784
692	0.2980339634
693	0.297898233
694	0.2977162829
695	0.2976395391
696	0.2975262502
697	0.2974069636
698	0.2973334555
699	0.2971253103
700	0.2969927256
701	0.2969154254
702	0.2968150328
703	0.2967155837
704	0.296551888
705	0.2964225285
706	0.2962910692
707	0.2961470061
708	0.296022834
709	0.2958959963
710	0.2958250542
711	0.2956750264
712	0.295529966
713	0.2953972763
714	0.2952742279
715	0.2951474859
716	0.2949847488
717	0.2948146287
718	0.2947569162
719	0.2946977865
720	0.2946157192
721	0.294502964
722	0.2943402171
723	0.2942120127
724	0.2941195334
725	0.2940695458
726	0.2939845276
727	0.2938758689
728	0.2937390178
729	0.2936465252
730	0.2935491045
731	0.2934363218
732	0.2933108856
733	0.2931808295
734	0.2931229796
735	0.2929761972
736	0.2928300877
737	0.2926811808
738	0.292565032
739	0.2924530443
740	0.2923531452
741	0.2922105076
742	0.292085917
743	0.2920076931
744	0.2918858616
745	0.2917979626
746	0.2916629466
747	0.2915038474
748	0.2913763139
749	0.2912344703
750	0.2911766438
751	0.2910592469
752	0.2909590438
753	0.2908817274
754	0.2907763491
755	0.2906840402
756	0.2906054414
757	0.2905372388
758	0.2904242955
759	0.290368476
760	0.2902578059
761	0.2901679172
762	0.2900238452
763	0.2899424537
764	0.2898236868
765	0.2897327262
766	0.2896479632
767	0.2895179102
768	0.289417708
769	0.2893435199
770	0.2892100688
771	0.2891432436
772	0.2890413368
773	0.2889095448
774	0.2888644089
775	0.2886828495
776	0.288613812
777	0.2884834859
778	0.2883871132
779	0.2883015904
780	0.2882039694
781	0.2881432514
782	0.2880905145
783	0.2880118536
784	0.2879035152
785	0.2878391927
786	0.2877798208
787	0.2876830741
788	0.2875799022
789	0.2875023581
790	0.2874365843
791	0.2873738282
792	0.2872329772
793	0.2871028913
794	0.287029638
795	0.2869032311
796	0.2867743172
797	0.2867027485
798	0.2866076238
799	0.2865267506
800	0.2864217453
801	0.286363982
802	0.286295639
803	0.2862296081
804	0.2861125426
805	0.2860492042
806	0.2859576358
807	0.2858451974
808	0.2856651537
809	0.2855895476
810	0.2854577989
811	0.2853265821
812	0.2851937472
813	0.2850971744
814	0.284980839
815	0.2848872679
816	0.2847858885
817	0.2846522886
818	0.2845404673
819	0.2844055804
820	0.2842925244
821	0.2841509781
822	0.2840383816
823	0.2839485507
824	0.2838538224
825	0.2837634155
826	0.2836248787
827	0.2835664823
828	0.2834565899
829	0.2833914736
830	0.283294424
831	0.2832296478
832	0.2831270794
833	0.2830245127
834	0.282941305
835	0.2828638723
836	0.2827484391
837	0.2826219471
838	0.2824970044
839	0.2824294671
840	0.2822687368
841	0.2821660491
842	0.2820502043
843	0.2819597113
844	0.2818688027
845	0.2817892161
846	0.2816564859
847	0.2816042512
848	0.2814889663
849	0.2813857863
850	0.2812952863
851	0.2811801039
852	0.2810714898
853	0.2809639559
854	0.2809045815
855	0.2808568954
856	0.2807814227
857	0.2807018378
858	0.280601331
859	0.2804859678
860	0.2803788069
861	0.2802702837
862	0.2801988816
863	0.2801619681
864	0.280078844
865	0.2799445753
866	0.2798637284
867	0.2797825024
868	0.2797282658
869	0.2796281895
870	0.2795321605
871	0.2794267597
872	0.2793420732
873	0.2792796585
874	0.2791448952
875	0.279055545
876	0.2789719241
877	0.2787958334
878	0.2787123656
879	0.2786147517
880	0.2785123733
881	0.278400119
882	0.2783572035
883	0.2782872028
884	0.2782023907
885	0.2780787951
886	0.2779870164
887	0.2778762226
888	0.2777811975
889	0.2777148019
890	0.2776435453
891	0.2775050322
892	0.2773801831
893	0.2773081847
894	0.2772528201
895	0.2771931015
896	0.2770919538
897	0.2770481355
898	0.2769139818
899	0.2767786543
900	0.2766963925
901	0.2766004979
902	0.2765236504
903	0.2764113543
904	0.2763291547
905	0.2762384814
906	0.2761714702
907	0.2760644739
908	0.2759181799
909	0.2758050378
910	0.2756998399
911	0.2756078006
912	0.2755305482
913	0.2754588993
914	0.275363034
915	0.2752213342
916	0.275154693
917	0.2751127371
918	0.2750640235
919	0.2750104985
920	0.2748832355
921	0.2747764408
922	0.2746872907
923	0.2745935815
924	0.274506724
925	0.2744632028
926	0.2744160448
927	0.2743135188
928	0.2742222667
929	0.2741284842
930	0.2740509457
931	0.2739251857
932	0.2737820413
933	0.2736814458
934	0.2735920617
935	0.2735558418
936	0.273479801
937	0.2733537096
938	0.2732521834
939	0.27320966
940	0.2731265752
941	0.2730579511
942	0.2729481093
943	0.2728539589
944	0.2727636933
945	0.2726459694
946	0.2725425216
947	0.2724682684
948	0.2723837719
949	0.272328772
950	0.2722175872
951	0.2721055578
952	0.2719585092
953	0.2719261004
954	0.2718672135
955	0.2717941168
956	0.2717142682
957	0.2716482812
958	0.2715901584
959	0.2715299942
960	0.2714203165
961	0.2712897556
962	0.2712140158
963	0.2711007881
964	0.2710216297
965	0.2709578012
966	0.2708360149
967	0.2707616916
968	0.2706463854
969	0.2705889961
970	0.2705255533
971	0.2704388085
972	0.2703629326
973	0.270296197
974	0.2701816193
975	0.2700320157
976	0.2699070696
977	0.2698665982
978	0.2698026581
979	0.2696911187
980	0.2696290105
981	0.2695315409
982	0.2694639982
983	0.2693955216
984	0.2693015475
985	0.2691951449
986	0.2691025351
987	0.2689981181
988	0.2688616139
989	0.2687995066
990	0.2687240501
991	0.2686601385
992	0.2685602786
993	0.2684488069
994	0.2683930243
995	0.2682840589
996	0.2682157084
997	0.2681508516
998	0.2680353604
999	0.2679534482
